cali8b_after_180_150_1.ptu	 	 	cali8b_after_3.ptu	 	 	cali8b_after_2.ptu	 	 	cali8b_after_1.ptu	 	 	calib_12.3uW_7.ptu	 	 	calib_12.3uW_6.ptu	 	 	calib_12.3uW_5.ptu	 	 	calib_12.3uW_4.ptu	 	 	calib_12.3uW_3.ptu	 	 	calib_12.3uW_2.ptu	 	 	calib_12.3uW_1.ptu	 	 
Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []	Correlation time[ms]	G(t)[]	켇rr []
0.21734826121391	0.29667257735783	0.00210503831081651	0.217346522455641	0.295011751631027	0.00445853532617344	0.217346522455641	0.287628600366988	0.00486329502259725	0.217346522455641	0.300622910746371	0.00281255420233098	0.217346522455641	0.359754783569509	0.00639128612842673	0.21734826121391	0.352298733284808	0.00275990523532459	0.21734826121391	0.359256714547279	0.00415236045839234	0.21734826121391	0.368748034469726	0.00642802682185597	0.217346522455641	0.359794179127131	0.0039034927749285	0.217346522455641	0.374538368370977	0.00325396231293601	0.21734826121391	0.429727468372494	0.00354919489743701
0.242948056415549	0.260171219664673	0.0022657780885014	0.242946112862194	0.260428572647132	0.00358145222485323	0.242946112862194	0.256994134304858	0.00237773558775951	0.242946112862194	0.262623026260609	0.00518791457901652	0.242946112862194	0.319396162330891	0.00678102948755903	0.242948056415549	0.314543867582705	0.00200277799620358	0.242948056415549	0.321251596114173	0.00408317353158403	0.242948056415549	0.323684203225537	0.00309556263104217	0.242946112862194	0.314467464157965	0.00385728836807083	0.242946112862194	0.325678638005226	0.00228826183506704	0.242948056415549	0.380104058069863	0.00897778676312115
0.281347749218006	0.221624015624596	0.00279404707544398	0.281345498472024	0.217291945598042	0.0031368424927464	0.281345498472024	0.212853372633829	0.00241241398333841	0.281345498472024	0.225678602484238	0.00245648199306408	0.281345498472024	0.26947439991395	0.00560287367522388	0.281347749218006	0.26976570395418	0.00297687800398231	0.281347749218006	0.275433026360058	0.00549951677971248	0.281347749218006	0.282473392053617	0.00550901735115597	0.281345498472024	0.274661987238134	0.0046280370293084	0.281345498472024	0.278605566495676	0.0017986974335389	0.281347749218006	0.329451595483719	0.00515393724583672
0.332547339621283	0.188097860874333	0.00272171336993275	0.332544679285131	0.17969657502461	0.00213423426967036	0.332544679285131	0.175716370676827	0.00238420723411071	0.332544679285131	0.187873042727877	0.00306892202397977	0.332544679285131	0.227399289384571	0.00351497535214975	0.332547339621283	0.22583763324915	0.00122965004113705	0.332547339621283	0.231042892150232	0.0049817969687078	0.332547339621283	0.237682035520818	0.00294696025371627	0.332544679285131	0.234964521302875	0.00163741983208523	0.332544679285131	0.23149917494023	0.00386001398953425	0.332547339621283	0.269007558091231	0.00494197845866119
0.38374693002456	0.16088621294785	0.00334765160907926	0.383743860098238	0.147415596047106	0.00247639758295599	0.383743860098238	0.152408571496665	0.00169976677521244	0.383743860098238	0.157975853720798	0.00168715584219808	0.383743860098238	0.196064347719649	0.00311460041399527	0.38374693002456	0.195237168713895	0.00211302652350093	0.38374693002456	0.201211310135791	0.00322778332452868	0.38374693002456	0.195193102629032	0.00260886632802044	0.383743860098238	0.198842420104402	0.00419756541934194	0.383743860098238	0.200470139276212	0.0042721494002373	0.38374693002456	0.227875747125684	0.00397489305320969
0.434946520427837	0.138342301994107	0.00474045155620424	0.434943040911345	0.133013830521803	0.00225722583626961	0.434943040911345	0.126685928177697	0.00239717310327164	0.434943040911345	0.135397190698291	0.00255343382262502	0.434943040911345	0.162009142547456	0.00283506995413671	0.434946520427837	0.164792398878497	0.00398745802239172	0.434946520427837	0.173607518003235	0.00141626200141069	0.434946520427837	0.171457527363935	0.00291770558881768	0.434943040911345	0.176439669389637	0.00281231222565268	0.434943040911345	0.16799814669714	0.00359927621075966	0.434946520427837	0.197379732544925	0.00389699897557221
0.486146110831113	0.121214699319005	0.00293735948417422	0.486142221724452	0.116317187602849	0.00384942622377126	0.486142221724452	0.112498639003463	0.00154825643271233	0.486142221724452	0.121550674354704	0.00363025800674755	0.486142221724452	0.141949926467163	0.00314041936975786	0.486146110831113	0.144382899620111	0.00371978734742269	0.486146110831113	0.149093178808039	0.00242424787731131	0.486146110831113	0.152848552318088	0.00295538877712095	0.486142221724452	0.15692112986501	0.003262635251415	0.486142221724452	0.144041144061925	0.00370060246968367	0.486146110831113	0.169780153953333	0.00169963037831757
0.562945496436029	0.104554107982431	0.00234299664252384	0.562940992944113	0.0993899758541353	0.00199539085982825	0.562940992944113	0.0973946510697994	0.00196497609242687	0.562940992944113	0.103277890432332	0.0026972066463433	0.562940992944113	0.122441189684812	0.00301764399886623	0.562945496436029	0.12483836633921	0.00340051800526002	0.562945496436029	0.122104630871063	0.00282272009392833	0.562945496436029	0.130456744300138	0.00348622129198336	0.562940992944113	0.126309885127935	0.00452860504282084	0.562940992944113	0.125574650179008	0.00500412664985167	0.562945496436029	0.150547862149609	0.00379779821475272
0.665344677242582	0.0837958970114271	0.00280569020525553	0.665339354570327	0.0812519078130501	0.00161243769760964	0.665339354570327	0.0767895945549324	0.00348921284499188	0.665339354570327	0.0855204585737605	0.00293966753711212	0.665339354570327	0.100475819347982	0.0035303433325888	0.665344677242582	0.0994743243185859	0.00238025870955893	0.665344677242582	0.0964973808150888	0.00304373598921617	0.665344677242582	0.111649566946984	0.00394173014737056	0.665339354570327	0.101159056616569	0.00333358960568091	0.665339354570327	0.102778158790283	0.00232267572644364	0.665344677242582	0.121093295325178	0.00262509923854271
0.767743858049136	0.0690728716196034	0.00233789382297307	0.767737716196541	0.0669610001745174	0.0019545298876074	0.767737716196541	0.0648415992860069	0.0032760819268789	0.767737716196541	0.0716517567759332	0.00236248375354914	0.767737716196541	0.083225093381125	0.00328461798542079	0.767743858049136	0.0805234604617444	0.00366569399312139	0.767743858049136	0.0843815035983012	0.00207322093052231	0.767743858049136	0.0903836642046827	0.00248141031937177	0.767737716196541	0.0830477740726466	0.0032335397819728	0.767737716196541	0.0879140429429318	0.00357554571576972	0.767743858049136	0.10239797672723	0.00205781574957231
0.870143038855689	0.0542498998995343	0.00196079116364014	0.870136077822755	0.056104502368605	0.00170107115834447	0.870136077822755	0.0529397006354235	0.00203758497175386	0.870136077822755	0.0591154678588766	0.00369972995490991	0.870136077822755	0.0722371994063108	0.00196418429077496	0.870143038855689	0.0733554114329198	0.00299606070696645	0.870143038855689	0.0713166671956869	0.00434449313415426	0.870143038855689	0.073410047048987	0.00282722926006295	0.870136077822755	0.0734757230034217	0.00289643892487926	0.870136077822755	0.0684260001294724	0.00173709084314486	0.870143038855689	0.0862916848420291	0.00307251418299884
0.972542219662243	0.0482479749308571	0.00231457668911729	0.972534439448969	0.0473010621220508	0.00166690452385338	0.972534439448969	0.0486961257053631	0.00373666293328294	0.972534439448969	0.0505823585752934	0.00371213072067279	0.972534439448969	0.0602559709712837	0.00289847809162032	0.972542219662243	0.0690346751896669	0.00399618601071541	0.972542219662243	0.0648411474465519	0.00443525607161347	0.972542219662243	0.0636420385115133	0.00150914834590248	0.972534439448969	0.0640964190706914	0.00271450202647679	0.972534439448969	0.055850122337225	0.00298659932586951	0.972542219662243	0.0708773965663492	0.00419435422278925
1.12614099087207	0.0407976692185015	0.00141934152099244	1.12613198188829	0.0420162364208694	0.00108509428919445	1.12613198188829	0.0410376389640264	0.00309764031546379	1.12613198188829	0.0409822275716969	0.0033479041548036	1.12613198188829	0.0535521310636312	0.00217216258280915	1.12614099087207	0.0564260238276573	0.00210575379391761	1.12614099087207	0.053527231475105	0.00332946119275012	1.12614099087207	0.0560989567800573	0.00200545715040227	1.12613198188829	0.0536567528642917	0.0031433308608906	1.12613198188829	0.0496724264037783	0.00234714548942338	1.12614099087207	0.0559319056550392	0.00343239458917764
1.33093935248518	0.0315579545319472	0.00117002401194423	1.33092870514072	0.0338900217574372	0.00172518638475219	1.33092870514072	0.0322585106490155	0.00261229649881472	1.33092870514072	0.0335065117965331	0.00203358280998854	1.33092870514072	0.0448985205634834	0.00358125031969259	1.33093935248518	0.0431096480149662	0.00169380726130879	1.33093935248518	0.0455454823203522	0.00218218274386231	1.33093935248518	0.0432731967245288	0.0026388894133919	1.33092870514072	0.0487126939511997	0.00326783712144539	1.33092870514072	0.041796457601166	0.00333970262640592	1.33093935248518	0.0492350816410028	0.00332241482874472
1.53573771409829	0.0286866959728213	0.00121913208688751	1.53572542839315	0.027513561692365	0.00179196390877872	1.53572542839315	0.0270741448429233	0.00266519751131006	1.53572542839315	0.023611270331558	0.00223001738878525	1.53572542839315	0.0329355272863877	0.00384799903967194	1.53573771409829	0.0335294706674287	0.00280714637809169	1.53573771409829	0.0419569631339237	0.00222736735883865	1.53573771409829	0.0383621345792888	0.00173758110437212	1.53572542839315	0.0383032707928208	0.00102845293252815	1.53572542839315	0.0325299300587256	0.0044013204899793	1.53573771409829	0.0405560657010344	0.00101686084774335
1.74053607571139	0.0230602036034422	0.00158385051909497	1.74052215164557	0.0216975260966761	0.00161935199142037	1.74052215164557	0.0212724176995712	0.00260738060454583	1.74052215164557	0.0166419461576818	0.00361694977777777	1.74052215164557	0.0253839656186004	0.00213737375145637	1.74053607571139	0.0261853267244638	0.00211767976021789	1.74053607571139	0.0298441234901039	0.00268645897230611	1.74053607571139	0.0337017036776057	0.00159129600730438	1.74052215164557	0.0326708786689108	0.00172828794491223	1.74052215164557	0.027697974796513	0.0027516656587695	1.74053607571139	0.0375052258409548	0.00382679393560153
1.9453344373245	0.0207933222046349	0.00162108980539142	1.945318874898	0.0175657469777056	0.00139116325157978	1.945318874898	0.0169361291682293	0.00254454664703882	1.945318874898	0.0142636917304818	0.00368854120955506	1.945318874898	0.0228901385062487	0.00195107298859831	1.9453344373245	0.0226895823056069	0.00222449735067046	1.9453344373245	0.0274904810165338	0.00465223048688794	1.9453344373245	0.0263568449010162	0.00361714987908531	1.945318874898	0.0280671939840832	0.00241183151224867	1.945318874898	0.0236402629454449	0.00264847383530883	1.9453344373245	0.0313113335451572	0.00201715776221973
2.25253197974416	0.0187544117435638	0.00101664222545103	2.25251395977664	0.0166694765760362	0.00115161518574839	2.25251395977664	0.0158607653788897	0.00149408001894327	2.25251395977664	0.0167272055157731	0.00142672306551031	2.25251395977664	0.0213123782144194	0.00223852153310679	2.25253197974416	0.0203618665570322	0.00180281763313819	2.25253197974416	0.0215464798240397	0.00190360459089547	2.25253197974416	0.0223755409652357	0.00222064057774403	2.25251395977664	0.0233341188030601	0.00234408435069043	2.25251395977664	0.0173064042367919	0.00171032563642176	2.25253197974416	0.0262070862138462	0.0030340376615397
2.66212870297038	0.0163086981319869	0.00224286134404834	2.6621074062815	0.0143436621610664	0.00110352463587973	2.6621074062815	0.0128162299962954	0.00157494640560119	2.6621074062815	0.0123570643354222	0.00165715100127671	2.6621074062815	0.0164915236210361	0.00256273656213913	2.66212870297038	0.0170187697933876	0.0011075025413757	2.66212870297038	0.0160229899880857	0.00297384444736696	2.66212870297038	0.0167277396940789	0.00333182226182311	2.6621074062815	0.0169197976831445	0.00406283810569879	2.6621074062815	0.0144616556450698	0.00224681498663127	2.66212870297038	0.0197611531564059	0.00213517947611857
3.07172542619659	0.0126211360180029	0.00167156210422363	3.07170085278636	0.011858033710813	0.00188642147656686	3.07170085278636	0.0117728192807326	0.00153285458783686	3.07170085278636	0.0118796172617755	0.00149082536001267	3.07170085278636	0.0141204447908604	0.00225201398039588	3.07172542619659	0.0132002105648689	0.00170452815048816	3.07172542619659	0.0158627055795243	0.00276599768523145	3.07172542619659	0.0143354435979085	0.00267650074618146	3.07170085278636	0.0101468985184373	0.00182317845873664	3.07170085278636	0.0134088614547952	0.000854450061742844	3.07172542619659	0.0176848434763019	0.0025164619040365
3.48132214942281	0.0114682539715904	0.00216530621306265	3.48129429929121	0.0116236008355393	0.00123683571599921	3.48129429929121	0.00679444366967819	0.00086442915213119	3.48129429929121	0.00902104407256924	0.00106823422339957	3.48129429929121	0.0114313825750335	0.000884001626481458	3.48132214942281	0.0118299807492226	0.00108826365294734	3.48132214942281	0.00899948554973472	0.00171827397826208	3.48132214942281	0.0135996931859522	0.00301405645151355	3.48129429929121	0.0140148471864242	0.00244238106707971	3.48129429929121	0.00853105499821771	0.00146378229268173	3.48132214942281	0.0178450095281208	0.0018222686084077
3.89091887264902	0.00602632466196073	0.00137378955782226	3.89088774579607	0.0101716588878991	0.0019468341563957	3.89088774579607	0.00439047160824356	0.00184368465209487	3.89088774579607	0.0120480607629299	0.00215846389975701	3.89088774579607	0.00807372688300147	0.00158859550782577	3.89091887264902	0.00996555132192932	0.000972342623375129	3.89091887264902	0.00848325742413715	0.00236921014824647	3.89091887264902	0.00731754010421612	0.00247671371259759	3.89088774579607	0.0138951248355742	0.00136094127549329	3.89088774579607	0.00358709539614234	0.00163884950357795	3.89091887264902	0.015785873445752	0.00176770732471399
4.50531395748834	0.00784316954757585	0.000924004794100355	4.50527791555335	0.00803163264255274	0.00204492529566031	4.50527791555335	0.00536948036360269	0.00203224623602271	4.50527791555335	0.00631352686565208	0.00139461807881801	4.50527791555335	0.00665426998701253	0.00241419773363618	4.50531395748834	0.00696105895626756	0.00181800024524511	4.50531395748834	0.00503357505792906	0.00148181640806883	4.50531395748834	0.0141408977252038	0.00154274142233597	4.50527791555335	0.0107059176224684	0.00305254674954939	4.50527791555335	0.00636585698487318	0.00122666617206538	4.50531395748834	0.00886020936018051	0.00172561366680412
5.32450740394077	0.00746658137580645	0.00166905640500253	5.32446480856306	0.00415054890323474	0.00147818957373507	5.32446480856306	0.00565772305670491	0.00121818229638411	5.32446480856306	0.00579419948597109	0.000593117593163733	5.32446480856306	0.00649386870988693	0.00191969259824632	5.32450740394077	0.00413717619724697	0.00311947540279157	5.32450740394077	0.00479722863915396	0.0021337233258155	5.32450740394077	0.0073568052101237	0.00123024032368625	5.32446480856306	0.00643172556523056	0.00153101454433093	5.32446480856306	0.00648915531560154	0.00236449745055687	5.32450740394077	0.00864621393841912	0.00292353447487535
6.1437008503932	0.00604513232069073	0.00101317640004203	6.14365170157277	0.00689289309003401	0.00110370002616328	6.14365170157277	0.00258422443017739	0.000885023607994814	6.14365170157277	0.00115692979588948	0.0011479044547956	6.14365170157277	0.00572488174234853	0.00178476585614046	6.1437008503932	0.00260962717528908	0.00235377682291163	6.1437008503932	0.00513295762011108	0.000896231288519397	6.1437008503932	0.00510995473329503	0.00198363745246283	6.14365170157277	0.00415368302836146	0.00246792687450246	6.14365170157277	0.00264796448466789	0.00179427921400904	6.1437008503932	0.00915171196648687	0.00228700345027959
6.96289429684562	0.00665226513059476	0.00154924479669025	6.96283859458249	0.00309290405807682	0.001327701930038	6.96283859458249	0.00644028252730648	0.00123652017594091	6.96283859458249	0.000295433797834385	0.00147036876276965	6.96283859458249	0.00133213469866686	0.000828360620154217	6.96289429684562	-0.000114506247804204	0.0028462916515319	6.96289429684562	0.00099514426528228	0.00114728906356156	6.96289429684562	0.00191242806235825	0.00152172631308482	6.96283859458249	0.00622735446041457	0.00242663487955355	6.96283859458249	-3.21820376260257E-5	0.0013571689214065	6.96289429684562	0.00478577091617097	0.00156157037003894
7.78208774329805	0.00335304497473255	0.0022185982874419	7.7820254875922	0.00252844126408416	0.00159978680230899	7.7820254875922	0.0036077980464083	0.00153468583506844	7.7820254875922	0.000279436463042679	0.00168232180713586	7.7820254875922	0.00118280626213063	0.000830370302164625	7.78208774329805	0.00263660754970814	0.00261939794330067	7.78208774329805	0.00156392898764675	0.00138124568413059	7.78208774329805	0.00524276615234813	0.00290314034220662	7.7820254875922	0.00368027182231979	0.00269004360303744	7.7820254875922	0.00140125402497646	0.0019761031796918	7.78208774329805	0.00990583999044691	0.00100234389308608
9.0108779129767	0.00266263826567861	0.000947981730230703	9.01080582710676	0.00233628680135487	0.00111173740969054	9.01080582710676	0.00331118857029665	0.00133847115399516	9.01080582710676	0.00181424669338553	0.00188337451229287	9.01080582710676	0.000387726075876739	0.00109711480716137	9.0108779129767	0.00275559126513843	0.00181317088297464	9.0108779129767	0.00196848357981803	0.000705409790075649	9.0108779129767	0.00467572772715697	0.00227171130777216	9.01080582710676	0.00347268759561631	0.00181196699232956	9.01080582710676	0.00384243172635038	0.00066160034275339	9.0108779129767	0.00687935223707914	0.0012346146961656
10.6492648058816	0.000833487350884939	0.00109395054779182	10.6491796131262	0.00220181246496586	0.000864725248689475	10.6491796131262	0.00253577161451872	0.000967889838292054	10.6491796131262	-7.43119430239933E-5	0.00164442790442098	10.6491796131262	0.00109329195628472	0.00112473193554175	10.6492648058816	0.00244009558087105	0.00183139343641756	10.6492648058816	0.00153267400346348	0.00262816620589586	10.6492648058816	0.00150595263963444	0.00192259942755375	10.6491796131262	-0.0011681597423248	0.00239926778384962	10.6491796131262	0.00277688230872822	0.00123333617090738	10.6492648058816	0.00687533518420885	0.00132024585895998
12.2876516987864	0.00237716125989574	0.000638073012774906	12.2875533991456	0.00071868296085313	0.000958653764668794	12.2875533991456	0.000763448645488394	0.000813825641329096	12.2875533991456	0.00145718778095801	0.000891104899833682	12.2875533991456	0.00265512884047223	0.00142113316168348	12.2876516987864	0.00263855161282117	0.0013850834216343	12.2876516987864	0.00383914061832598	0.00145123944099122	12.2876516987864	0.00387384515018514	0.00177319888689972	12.2875533991456	0.00497978483742104	0.00163838195738611	12.2875533991456	0.00184242955310647	0.001210018692749	12.2876516987864	0.000990187580634404	0.00182109395598654
13.9260385916913	0.00127183747910647	0.00191320906988467	13.925927185165	0.00298551008659141	0.000461895129783164	13.925927185165	0.00206175374287151	0.000471647845283257	13.925927185165	0.00171306163909668	0.000588974183023603	13.925927185165	0.000204320384416078	0.00151959896775618	13.9260385916913	0.00328463015971475	0.00102586144210707	13.9260385916913	0.00644879239540624	0.00208723103899104	13.9260385916913	0.00349722666618333	0.00202106993847496	13.925927185165	0.00115831249627794	0.00169364470974314	13.925927185165	0.00329798636198852	0.00131167666026926	13.9260385916913	-0.00102911510381018	0.000981041505700984
15.5644254845961	0.00113734221990535	0.00103187789998066	15.5643009711845	0.000559978110007538	0.00112967397190142	15.5643009711845	0.00117821859472835	0.00148711224072724	15.5643009711845	0.000101674434201193	0.00148135282937223	15.5643009711845	0.00227784987724086	0.00101087350350319	15.5644254845961	0.00209049088786604	0.00133016600250542	15.5644254845961	0.00220418542264589	0.00109784874324738	15.5644254845961	0.00308566403176009	0.00197649866555956	15.5643009711845	0.000504203831872745	0.0014277906977416	15.5643009711845	0.00277733343224161	0.00177363320385829	15.5644254845961	-0.000640106977665078	0.00198617604668876
18.0220058239534	0.000906143691186009	0.00176081124139167	18.0218616502136	0.000473106090186586	0.000968889527328298	18.0218616502136	0.000821406735291724	0.000937339686866034	18.0218616502136	0.00159629857744592	0.000752045689120121	18.0218616502136	-0.000832739273134666	0.00114522910595123	18.0220058239534	0.00053650845882149	0.00124508345179829	18.0220058239534	0.00288252380344296	0.002020170845284	18.0220058239534	0.00118312156570114	0.0012995941720196	18.0218616502136	0.00268017523844399	0.00142163904378834	18.0218616502136	0.000904166882398815	0.00109646025083505	18.0220058239534	0.00443490212358223	0.00100064950747498
21.2987796097631	-0.00110677709048829	0.00157132159840384	21.2986092222524	0.00170284733800629	0.000772319903632597	21.2986092222524	0.000488892832618187	0.000483152251509703	21.2986092222524	0.00285870206083903	0.00101481006839781	21.2986092222524	-0.00168220303407072	0.000911256604129556	21.2987796097631	-0.000322672661050349	0.00156366200622651	21.2987796097631	-0.000182580962612101	0.00121677145188699	21.2987796097631	-0.000342671617560744	0.0011825277068024	21.2986092222524	0.000530378070048639	0.00141595461458704	21.2986092222524	0.00284689450771007	0.000500704798730352	21.2987796097631	2.28138571037703E-5	0.00224933270296284
24.5755533955728	0.000444976264749744	0.000970463540489202	24.5753567942913	0.00190185566931922	0.000755145757265057	24.5753567942913	0.000785379209502452	0.00114176301769946	24.5753567942913	0.00161192263201093	0.00105760744304773	24.5753567942913	0.00169854335881195	0.00108597431536095	24.5755533955728	0.000728752593222905	0.000558431717418742	24.5755533955728	-0.000151596441356079	0.00117664996575717	24.5755533955728	0.00190319215080475	0.000535262216183853	24.5753567942913	0.0032080742194768	0.00168487767193262	24.5753567942913	-0.00144958530984794	0.000895894743189609	24.5755533955728	0.000802072775120646	0.00110334346208014
27.8523271813826	0.000392094396876312	0.000691115517474511	27.8521043663301	6.93138331776059E-5	0.000981984642159434	27.8521043663301	0.000479691136637233	0.00103294839446491	27.8521043663301	0.0013990085642879	0.000589786086048201	27.8521043663301	0.000110117742276629	0.00104354983405214	27.8523271813826	0.00162954900046768	0.00102283752055722	27.8523271813826	-0.000254329426611504	0.00171202847756603	27.8523271813826	0.000589426411244967	0.00105597195278451	27.8521043663301	-0.00103654027524329	0.00119868410962299	27.8521043663301	-0.00246475766267915	0.000759121738122464	27.8523271813826	-0.00058090476574535	0.0031021291257371
31.1291009671923	0.000530049452555833	0.000764050611570554	31.128851938369	0.000274786105554607	0.00140645756376766	31.128851938369	-0.00127501777363791	0.000958762507145901	31.128851938369	0.00024140827288111	0.000987474213544319	31.128851938369	-0.000482940048339474	0.00132325173800401	31.1291009671923	0.00329396787078153	0.0013118295214469	31.1291009671923	0.000338580479915854	0.000746743660384441	31.1291009671923	0.00102977858446133	0.00134242472308428	31.128851938369	-5.6908635896609E-5	0.000804308639537394	31.128851938369	-0.000934457677161762	0.00108744876803662	31.1291009671923	-0.00123220860816678	0.00104681320935503
36.0442616459068	0.000589222998012299	0.000753881459006839	36.0439732964273	2.00417196577586E-5	0.000751307738642704	36.0439732964273	0.000654469353126709	0.000825240771157558	36.0439732964273	-0.000795377003947749	0.000682196201048342	36.0439732964273	0.000923943508309985	0.00104168388850071	36.0442616459068	0.000526087932156561	0.000835166128571459	36.0442616459068	0.00258027503186705	0.00131934463942108	36.0442616459068	0.0014382175702884	0.000608529493069852	36.0439732964273	0.000496926692727233	0.000830930811833404	36.0439732964273	-2.08682609197536E-5	0.000691036210940086	36.0442616459068	-0.00175555459912069	0.000947688371698011
42.5978092175263	0.000224156801839956	0.000422744336158963	42.597468440505	0.000131055290524366	0.000697929417851446	42.597468440505	0.00121829407652482	0.00069850700326057	42.597468440505	0.000329979693931963	0.000256574155016812	42.597468440505	0.00197008871444654	0.000739996636048744	42.5978092175263	0.00137549019180644	0.000706492430820593	42.5978092175263	0.00188205212029631	0.000678502496248976	42.5978092175263	0.00146226185967804	0.0013749477519023	42.597468440505	0.0016854928806341	0.000753712954131805	42.597468440505	0.00115655577776799	0.00115495068258027	42.5978092175263	0.0003524451041031	0.00095774975105364
49.1513567891457	0.000782216225881248	0.00121707173478781	49.1509635845826	-0.000455621749387605	0.000957776591490201	49.1509635845826	-0.000990319378218714	0.000763713311191023	49.1509635845826	-0.000701533971410014	0.00103994004555779	49.1509635845826	0.00163680490587532	0.000817055157023656	49.1513567891457	-0.00111464339367981	0.00057603362495349	49.1513567891457	-0.000222287166088897	0.000832841851402852	49.1513567891457	-0.000119096566270028	0.0010969080192514	49.1509635845826	0.000160838756581283	0.000823639223491816	49.1509635845826	0.000680120584602524	0.00109319812488529	49.1513567891457	0.00178538840922505	0.00106694837473018
55.7049043607651	0.000171206435996578	0.000634179305895927	55.7044587286603	0.000956795288551126	0.000449833896352795	55.7044587286603	0.00121822207418817	0.000741059392066914	55.7044587286603	6.62808002261557E-5	0.000731509518216281	55.7044587286603	5.15827533682543E-5	0.000854147085157647	55.7049043607651	-8.60883181813418E-5	0.000603228260410515	55.7049043607651	0.000408543505481919	0.000182553745442968	55.7049043607651	-0.000393638120018754	0.001527079007113	55.7044587286603	0.00265530984088381	0.000535656189572576	55.7044587286603	0.000183532440710649	0.00122891959771265	55.7049043607651	0.000167915660230584	0.000740719338313909
62.2584519323845	0.000922065632196765	0.000547627686955733	62.257953872738	-0.0012957737737956	0.000793627533472473	62.257953872738	-0.000323323397738884	0.000793314368803287	62.257953872738	-0.000191166640421674	0.000282784395803737	62.257953872738	0.000927813473417287	0.000632590385090297	62.2584519323845	0.000458013592776002	0.00077751439350797	62.2584519323845	0.000381726464163138	0.000733969863501424	62.2584519323845	0.0012902369968079	0.00162427208915402	62.257953872738	-0.000221679868650475	0.000414813974576564	62.257953872738	0.00231584689872769	0.000823481822025769	62.2584519323845	0.00160398819443589	0.00107980380035123
72.0887732898137	0.000680865545718554	0.000460978742164767	72.0881965888546	0.000119669424934037	0.000350239543121608	72.0881965888546	0.0004857761344287	0.000388045884634246	72.0881965888546	-0.000612217712597003	0.000468886953510167	72.0881965888546	-0.00264958980620622	0.000518591568523708	72.0887732898137	-9.65159515239077E-5	0.000530407183422471	72.0887732898137	-0.0011799160735044	0.000661192291913884	72.0887732898137	0.00136794798380453	0.000815005396384064	72.0881965888546	-0.00150979052571039	0.00077871116665223	72.0881965888546	0.000924349651260179	0.000512347288012035	72.0887732898137	0.00203848181149119	0.00104461576831657
85.1958684330525	-0.00078676031365827	0.000813946847587403	85.19518687701	-0.000184980226300231	0.000677903086793945	85.19518687701	0.000869902369350902	0.000256156880730651	85.19518687701	0.000261804481438452	0.000952113836370015	85.19518687701	0.000285061786895282	0.000641611706655566	85.1958684330525	0.000270154938233391	0.000252131101516551	85.1958684330525	0.000168725177166905	0.000660552057621475	85.1958684330525	0.000904446708286379	0.001200412018992	85.19518687701	-6.12840759678727E-5	0.000793230051004812	85.19518687701	-0.00044871733276313	0.000443728971464078	85.1958684330525	-8.91949162559827E-5	0.00123230699438928
98.3029635762914	0.000115224324899579	0.000657267448480313	98.3021771651654	0.000214780699229283	0.000638136539852865	98.3021771651654	0.000597965431497721	0.000517239595727127	98.3021771651654	6.24390005991103E-5	0.000389356026246239	98.3021771651654	-0.00040819646005927	0.000734526785253139	98.3029635762914	-0.000158288472094895	0.000581275050369115	98.3029635762914	0.00100243037331344	0.000664345354777019	98.3029635762914	0.000518040211062371	0.00112627258303487	98.3021771651654	0.000239591875733682	0.000618161415975736	98.3021771651654	-0.000608191654056287	0.000695369771613105	98.3029635762914	0.000535692404465652	0.00075195459586976
111.41005871953	0.000363262729076037	0.000938588323079174	111.409167453321	0.000507208221993239	0.000799878036379457	111.409167453321	-0.00014427837476491	0.000303772942144145	111.409167453321	0.000217320894657152	0.000653310446052298	111.409167453321	0.000269374525919871	0.000849416453809643	111.41005871953	-0.000159128795095292	0.000480286512582921	111.41005871953	0.000587454019583278	0.000563198708837862	111.41005871953	0.000597475337690921	0.000985343596787127	111.409167453321	-0.00101803996910629	0.000775794165231515	111.409167453321	0.000619462534974139	0.000532809751255847	111.41005871953	0.000492192557035453	0.000578485100547008
124.517153862769	0.00106477979469265	0.000334902213953435	124.516157741476	0.00122217565309412	0.000513302643197165	124.516157741476	0.000440151294830077	0.000563139883619834	124.516157741476	0.00029383720875607	0.00031648825952847	124.516157741476	-0.00131792006084744	0.000322451268890635	124.517153862769	-0.000110256401106193	0.000380917816251833	124.517153862769	0.000326237990622814	0.000626879590008921	124.517153862769	0.000918260444313935	0.000985994696797981	124.516157741476	-0.000923142924337648	0.000974313081153132	124.516157741476	-0.000243947182512149	0.000855522094726085	124.517153862769	-0.000899123334656515	0.000825098760719506
